Quantity,day_of_week,day_of_week_index,InvoiceNo
-3,Monday,3.0,C539602
-4,Monday,3.0,C539602
-1,Monday,3.0,C539603
-2,Monday,3.0,C539603
-2,Monday,3.0,C539603
24,Monday,3.0,539604
-3,Monday,3.0,C539605
-4,Monday,3.0,C539605
-7,Monday,3.0,C539606
-2,Monday,3.0,C539606
-1,Monday,3.0,C539606
6,Monday,3.0,539607
6,Monday,3.0,539607
24,Monday,3.0,539607
12,Monday,3.0,539607
12,Monday,3.0,539607
18,Monday,3.0,539607
24,Monday,3.0,539607
4,Monday,3.0,539607
3,Monday,3.0,539607
10,Monday,3.0,539607
10,Monday,3.0,539607
4,Monday,3.0,539607
6,Monday,3.0,539607
12,Monday,3.0,539607
12,Monday,3.0,539607
12,Monday,3.0,539607
8,Monday,3.0,539607
12,Monday,3.0,539607
12,Monday,3.0,539607
2,Monday,3.0,539607
12,Monday,3.0,539607
24,Monday,3.0,539607
24,Monday,3.0,539607
12,Monday,3.0,539607
6,Monday,3.0,539607
24,Monday,3.0,539607
12,Monday,3.0,539607
6,Monday,3.0,539607
6,Monday,3.0,539607
6,Monday,3.0,539607
12,Monday,3.0,539607
24,Monday,3.0,539607
30,Monday,3.0,539607
24,Monday,3.0,539607
6,Monday,3.0,539607
6,Monday,3.0,539607
24,Monday,3.0,539607
12,Monday,3.0,539607
4,Monday,3.0,539607
24,Monday,3.0,539607
24,Monday,3.0,539607
6,Monday,3.0,539607
12,Monday,3.0,539607
24,Monday,3.0,539607
24,Monday,3.0,539607
2,Monday,3.0,539607
5,Monday,3.0,539607
-1,Monday,3.0,C539608
-2,Monday,3.0,C539608
1,Monday,3.0,539609
2,Monday,3.0,539609
1,Monday,3.0,539609
1,Monday,3.0,539609
1,Monday,3.0,539609
1,Monday,3.0,539609
1,Monday,3.0,539609
1,Monday,3.0,539609
1,Monday,3.0,539609
1,Monday,3.0,539609
1,Monday,3.0,539609
4,Monday,3.0,539609
2,Monday,3.0,539609
4,Monday,3.0,539609
4,Monday,3.0,539609
6,Monday,3.0,539609
24,Monday,3.0,539609
6,Monday,3.0,539609
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
2,Monday,3.0,539610
1,Monday,3.0,539610
2,Monday,3.0,539610
2,Monday,3.0,539610
2,Monday,3.0,539610
2,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
3,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
1,Monday,3.0,539610
53,Monday,3.0,539611
12,Monday,3.0,539628
16,Monday,3.0,539628
24,Monday,3.0,539628
120,Monday,3.0,539628
48,Monday,3.0,539628
12,Monday,3.0,539628
24,Monday,3.0,539628
4,Monday,3.0,539629
6,Monday,3.0,539629
12,Monday,3.0,539629
24,Monday,3.0,539629
24,Monday,3.0,539629
12,Monday,3.0,539629
6,Monday,3.0,539630
20,Monday,3.0,539630
6,Monday,3.0,539630
24,Monday,3.0,539630
36,Monday,3.0,539630
12,Monday,3.0,539630
12,Monday,3.0,539630
24,Monday,3.0,539630
24,Monday,3.0,539630
24,Monday,3.0,539630
16,Monday,3.0,539630
40,Monday,3.0,539630
5,Monday,3.0,539631
1,Monday,3.0,539631
4,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
6,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
2,Monday,3.0,539631
12,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
4,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
3,Monday,3.0,539631
4,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
9,Monday,3.0,539631
5,Monday,3.0,539631
5,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
5,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
3,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
3,Monday,3.0,539631
3,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
3,Monday,3.0,539631
1,Monday,3.0,539631
3,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
5,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
5,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
4,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
3,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
7,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
7,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
3,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
2,Monday,3.0,539631
3,Monday,3.0,539631
6,Monday,3.0,539631
1,Monday,3.0,539631
13,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
3,Monday,3.0,539631
5,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
4,Monday,3.0,539631
4,Monday,3.0,539631
4,Monday,3.0,539631
1,Monday,3.0,539631
4,Monday,3.0,539631
3,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
2,Monday,3.0,539631
1,Monday,3.0,539631
1,Monday,3.0,539631
4,Monday,3.0,539631
3,Monday,3.0,539631
-48,Monday,3.0,C539632
-48,Monday,3.0,C539632
12,Monday,3.0,539633
12,Monday,3.0,539633
12,Monday,3.0,539633
50,Monday,3.0,539634
100,Monday,3.0,539634
12,Monday,3.0,539635
24,Monday,3.0,539635
24,Monday,3.0,539635
6,Monday,3.0,539635
12,Monday,3.0,539635
12,Monday,3.0,539635
36,Monday,3.0,539635
12,Monday,3.0,539635
12,Monday,3.0,539635
12,Monday,3.0,539635
6,Monday,3.0,539635
18,Monday,3.0,539635
6,Monday,3.0,539635
24,Monday,3.0,539636
48,Monday,3.0,539636
24,Monday,3.0,539636
4,Monday,3.0,539636
4,Monday,3.0,539636
4,Monday,3.0,539636
4,Monday,3.0,539636
48,Monday,3.0,539636
24,Monday,3.0,539636
24,Monday,3.0,539636
20,Monday,3.0,539636
6,Monday,3.0,539636
1,Monday,3.0,539637
1,Monday,3.0,539637
1,Monday,3.0,539637
1,Monday,3.0,539637
1,Monday,3.0,539637
24,Monday,3.0,539637
3,Monday,3.0,539637
4,Monday,3.0,539637
1,Monday,3.0,539637
1,Monday,3.0,539637
2,Monday,3.0,539637
1,Monday,3.0,539637
1,Monday,3.0,539637
2,Monday,3.0,539637
2,Monday,3.0,539637
1,Monday,3.0,539637
1,Monday,3.0,539637
1,Monday,3.0,539637
1,Monday,3.0,539637
1,Monday,3.0,539638
2,Monday,3.0,539639
3,Monday,3.0,539639
1,Monday,3.0,539639
1,Monday,3.0,539639
1,Monday,3.0,539639
1,Monday,3.0,539639
1,Monday,3.0,539639
2,Monday,3.0,539639
2,Monday,3.0,539639
1,Monday,3.0,539639
-2,Monday,3.0,C539640
-3,Monday,3.0,C539640
-1,Monday,3.0,C539640
-1,Monday,3.0,C539640
10,Monday,3.0,539641
2,Monday,3.0,539641
1,Monday,3.0,539641
12,Monday,3.0,539641
12,Monday,3.0,539641
1,Monday,3.0,539641
5,Monday,3.0,539641
2,Monday,3.0,539641
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
4,Monday,3.0,539642
3,Monday,3.0,539642
3,Monday,3.0,539642
3,Monday,3.0,539642
5,Monday,3.0,539642
3,Monday,3.0,539642
3,Monday,3.0,539642
2,Monday,3.0,539642
5,Monday,3.0,539642
10,Monday,3.0,539642
5,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
3,Monday,3.0,539642
3,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
2,Monday,3.0,539642
6,Monday,3.0,539642
6,Monday,3.0,539642
2,Monday,3.0,539642
1,Monday,3.0,539642
25,Monday,3.0,539642
3,Monday,3.0,539643
-1,Monday,3.0,C539644
-1,Monday,3.0,C539644
-8,Monday,3.0,C539644
-2,Monday,3.0,C539644
-21,Monday,3.0,C539644
-5,Monday,3.0,C539644
-4,Monday,3.0,C539644
-1,Monday,3.0,C539644
-2,Monday,3.0,C539644
-2,Monday,3.0,C539644
-2,Monday,3.0,C539644
-4,Monday,3.0,C539644
-1,Monday,3.0,C539644
-1,Monday,3.0,C539644
-2,Monday,3.0,C539644
1,Monday,3.0,539645
30,Monday,3.0,539646
1,Monday,3.0,539647
1,Monday,3.0,539647
2,Monday,3.0,539647
2,Monday,3.0,539647
4,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
2,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
2,Monday,3.0,539647
6,Monday,3.0,539647
3,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
2,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
2,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
3,Monday,3.0,539647
1,Monday,3.0,539647
24,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
2,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
3,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539647
8,Monday,3.0,539647
1,Monday,3.0,539647
1,Monday,3.0,539648
1,Monday,3.0,539648
1,Monday,3.0,539648
1,Monday,3.0,539648
2,Monday,3.0,539649
2,Monday,3.0,539649
1,Monday,3.0,539649
1,Monday,3.0,539649
1,Monday,3.0,539649
1,Monday,3.0,539649
2,Monday,3.0,539649
5,Monday,3.0,539650
5,Monday,3.0,539650
5,Monday,3.0,539650
5,Monday,3.0,539650
5,Monday,3.0,539650
5,Monday,3.0,539650
5,Monday,3.0,539650
2,Monday,3.0,539650
8,Monday,3.0,539650
1,Monday,3.0,539650
1,Monday,3.0,539650
1,Monday,3.0,539650
10,Monday,3.0,539650
1,Monday,3.0,539650
2,Monday,3.0,539650
2,Monday,3.0,539650
1,Monday,3.0,539650
8,Monday,3.0,539650
8,Monday,3.0,539650
1,Monday,3.0,539650
1,Monday,3.0,539650
25,Monday,3.0,539651
1,Monday,3.0,539651
1,Monday,3.0,539653
1,Monday,3.0,539653
2,Monday,3.0,539653
8,Monday,3.0,539653
2,Monday,3.0,539653
2,Monday,3.0,539653
2,Monday,3.0,539653
8,Monday,3.0,539653
24,Monday,3.0,539653
20,Monday,3.0,539653
20,Monday,3.0,539653
24,Monday,3.0,539653
12,Monday,3.0,539653
12,Monday,3.0,539653
12,Monday,3.0,539653
4,Monday,3.0,539653
2,Monday,3.0,539653
4,Monday,3.0,539653
2,Monday,3.0,539653
2,Monday,3.0,539653
20,Monday,3.0,539653
20,Monday,3.0,539653
2,Monday,3.0,539653
3,Monday,3.0,539653
12,Monday,3.0,539653
4,Monday,3.0,539653
4,Monday,3.0,539653
24,Monday,3.0,539653
10,Monday,3.0,539653
2,Monday,3.0,539653
4,Monday,3.0,539653
24,Monday,3.0,539653
2,Monday,3.0,539653
2,Monday,3.0,539653
4,Monday,3.0,539653
2,Monday,3.0,539653
1,Monday,3.0,539653
2,Monday,3.0,539653
24,Monday,3.0,539653
72,Monday,3.0,539653
2,Monday,3.0,539653
12,Monday,3.0,539654
4,Monday,3.0,539654
6,Monday,3.0,539654
4,Monday,3.0,539654
12,Monday,3.0,539654
1,Monday,3.0,539654
6,Monday,3.0,539654
30,Monday,3.0,539654
12,Monday,3.0,539654
18,Monday,3.0,539654
12,Monday,3.0,539654
12,Monday,3.0,539654
4,Monday,3.0,539654
4,Monday,3.0,539654
6,Monday,3.0,539654
24,Monday,3.0,539654
12,Monday,3.0,539654
24,Monday,3.0,539654
36,Monday,3.0,539654
12,Monday,3.0,539654
16,Monday,3.0,539654
12,Monday,3.0,539654
12,Monday,3.0,539654
24,Monday,3.0,539654
6,Monday,3.0,539654
8,Monday,3.0,539654
80,Monday,3.0,539654
18,Monday,3.0,539654
42,Monday,3.0,539654
20,Monday,3.0,539654
24,Monday,3.0,539654
12,Monday,3.0,539654
12,Monday,3.0,539654
2,Monday,3.0,539654
15,Monday,3.0,539654
8,Monday,3.0,539654
8,Monday,3.0,539654
7,Monday,3.0,539654
9,Monday,3.0,539654
72,Monday,3.0,539654
9,Monday,3.0,539654
6,Monday,3.0,539654
11,Monday,3.0,539654
15,Monday,3.0,539654
24,Monday,3.0,539654
24,Monday,3.0,539654
7,Monday,3.0,539654
7,Monday,3.0,539654
12,Monday,3.0,539654
16,Monday,3.0,539654
-24,Monday,3.0,C539655
1,Monday,3.0,539656
-12,Monday,3.0,C539657
-1,Monday,3.0,C539657
-1,Monday,3.0,C539657
6,Tuesday,4.0,539658
6,Tuesday,4.0,539658
3,Tuesday,4.0,539658
12,Tuesday,4.0,539658
6,Tuesday,4.0,539658
6,Tuesday,4.0,539658
6,Tuesday,4.0,539658
12,Tuesday,4.0,539658
4,Tuesday,4.0,539658
12,Tuesday,4.0,539658
12,Tuesday,4.0,539658
24,Tuesday,4.0,539658
6,Tuesday,4.0,539658
4,Tuesday,4.0,539658
4,Tuesday,4.0,539658
2,Tuesday,4.0,539658
2,Tuesday,4.0,539659
2,Tuesday,4.0,539659
4,Tuesday,4.0,539659
1,Tuesday,4.0,539659
3,Tuesday,4.0,539659
1,Tuesday,4.0,539659
5,Tuesday,4.0,539659
12,Tuesday,4.0,539659
6,Tuesday,4.0,539659
6,Tuesday,4.0,539659
20,Tuesday,4.0,539659
20,Tuesday,4.0,539659
20,Tuesday,4.0,539659
20,Tuesday,4.0,539659
20,Tuesday,4.0,539659
20,Tuesday,4.0,539659
20,Tuesday,4.0,539659
20,Tuesday,4.0,539659
20,Tuesday,4.0,539659
20,Tuesday,4.0,539659
2,Tuesday,4.0,539659
72,Tuesday,4.0,539659
6,Tuesday,4.0,539659
6,Tuesday,4.0,539659
6,Tuesday,4.0,539659
6,Tuesday,4.0,539659
6,Tuesday,4.0,539659
6,Tuesday,4.0,539659
24,Tuesday,4.0,539659
18,Tuesday,4.0,539659
3,Tuesday,4.0,539659
20,Tuesday,4.0,539659
10,Tuesday,4.0,539659
1,Tuesday,4.0,539659
1,Tuesday,4.0,539659
1,Tuesday,4.0,539659
1,Tuesday,4.0,539659
4,Tuesday,4.0,539659
19,Tuesday,4.0,539659
2,Tuesday,4.0,539660
2,Tuesday,4.0,539660
2,Tuesday,4.0,539660
2,Tuesday,4.0,539660
-48,Tuesday,4.0,C539661
8,Tuesday,4.0,539662
8,Tuesday,4.0,539662
6,Tuesday,4.0,539662
2,Tuesday,4.0,539662
2,Tuesday,4.0,539663
2,Tuesday,4.0,539663
1,Tuesday,4.0,539663
3,Tuesday,4.0,539663
3,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
2,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
2,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
2,Tuesday,4.0,539663
1,Tuesday,4.0,539663
4,Tuesday,4.0,539663
1,Tuesday,4.0,539663
6,Tuesday,4.0,539663
5,Tuesday,4.0,539663
4,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
2,Tuesday,4.0,539663
1,Tuesday,4.0,539663
3,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
6,Tuesday,4.0,539663
6,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
1,Tuesday,4.0,539663
12,Tuesday,4.0,539664
2,Tuesday,4.0,539665
12,Tuesday,4.0,539666
24,Tuesday,4.0,539666
100,Tuesday,4.0,539666
100,Tuesday,4.0,539666
-6,Tuesday,4.0,C539667
-1,Tuesday,4.0,C539667
-24,Tuesday,4.0,C539667
-24,Tuesday,4.0,C539667
-1,Tuesday,4.0,C539667
-1,Tuesday,4.0,C539667
12,Tuesday,4.0,539675
16,Tuesday,4.0,539675
2,Tuesday,4.0,539676
12,Tuesday,4.0,539676
24,Tuesday,4.0,539676
24,Tuesday,4.0,539676
24,Tuesday,4.0,539676
24,Tuesday,4.0,539676
10,Tuesday,4.0,539676
10,Tuesday,4.0,539676
8,Tuesday,4.0,539676
12,Tuesday,4.0,539676
6,Tuesday,4.0,539676
6,Tuesday,4.0,539676
3,Tuesday,4.0,539676
8,Tuesday,4.0,539676
12,Tuesday,4.0,539676
3,Tuesday,4.0,539676
1,Tuesday,4.0,539688
-2,Tuesday,4.0,C539707
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
3,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
2,Tuesday,4.0,539708
2,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
6,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
3,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
3,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
3,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
4,Tuesday,4.0,539708
4,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
6,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
3,Tuesday,4.0,539708
3,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
3,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
2,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
1,Tuesday,4.0,539708
-1,Tuesday,4.0,C539709
-1,Tuesday,4.0,C539709
-2,Tuesday,4.0,C539709
-1,Tuesday,4.0,C539710
-2,Tuesday,4.0,C539710
-1,Tuesday,4.0,C539711
-4,Tuesday,4.0,C539711
-1,Tuesday,4.0,C539712
25,Tuesday,4.0,539713
3,Tuesday,4.0,539714
1,Tuesday,4.0,539715
24,Tuesday,4.0,539716
6,Tuesday,4.0,539716
4,Tuesday,4.0,539716
10,Tuesday,4.0,539716
8,Tuesday,4.0,539716
6,Tuesday,4.0,539717
8,Tuesday,4.0,539717
6,Tuesday,4.0,539717
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
6,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
10,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
3,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
4,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
2,Tuesday,4.0,539718
2,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
12,Tuesday,4.0,539718
3,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
1,Tuesday,4.0,539718
